IonicLiuid,Cation_SMILES,Anion_SMILES,IL_SMILES,T(K),ST(exp)
[n-Bpy][NO3],CCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,293.15,52.3
[n-Bpy][NO3],CCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,298.15,51.5
[n-Bpy][NO3],CCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,303.15,51.2
[n-Bpy][NO3],CCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,308.15,51
[n-Bpy][NO3],CCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,313.15,50.5
[n-Bpy][NO3],CCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,318.15,50
[n-Bpy][NO3],CCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,323.15,49.5
[n-Bpy][NO3],CCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,328.15,49.3
[n-Bpy][NO3],CCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,333.15,49
[n-Bpy][NO3],CCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,338.15,48.6
[BPy][DCN],CCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCC[N+]1=CC=CC=C1.N#C[N-]C#N,298.15,55.7
[BPy][DCN],CCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCC[N+]1=CC=CC=C1.N#C[N-]C#N,303.15,55.5
[BPy][DCN],CCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCC[N+]1=CC=CC=C1.N#C[N-]C#N,308.15,55.2
[BPy][DCN],CCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCC[N+]1=CC=CC=C1.N#C[N-]C#N,313.15,54.9
[BPy][DCN],CCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCC[N+]1=CC=CC=C1.N#C[N-]C#N,318.15,54.5
[BPy][DCN],CCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCC[N+]1=CC=CC=C1.N#C[N-]C#N,323.15,54.2
[BPy][DCN],CCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCC[N+]1=CC=CC=C1.N#C[N-]C#N,328.15,53.9
[BPy][DCN],CCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCC[N+]1=CC=CC=C1.N#C[N-]C#N,333.15,53.6
[BPy][DCN],CCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCC[N+]1=CC=CC=C1.N#C[N-]C#N,338.15,53.4
[Bpy][Al2Cl7] heptachlorodialuminate,CCCC[N+]1=CC=CC=C1,Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,CCCC[N+]1=CC=CC=C1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,298.15,40.3
[Bpy][Al2Cl7] heptachlorodialuminate,CCCC[N+]1=CC=CC=C1,Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,CCCC[N+]1=CC=CC=C1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,303.15,40.1
[Bpy][Al2Cl7] heptachlorodialuminate,CCCC[N+]1=CC=CC=C1,Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,CCCC[N+]1=CC=CC=C1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,308.15,39.9
[Bpy][Al2Cl7] heptachlorodialuminate,CCCC[N+]1=CC=CC=C1,Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,CCCC[N+]1=CC=CC=C1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,313.15,39.6
[Bpy][Al2Cl7] heptachlorodialuminate,CCCC[N+]1=CC=CC=C1,Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,CCCC[N+]1=CC=CC=C1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,318.15,39.2
[Bpy][Al2Cl7] heptachlorodialuminate,CCCC[N+]1=CC=CC=C1,Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,CCCC[N+]1=CC=CC=C1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,323.15,38.9
[Bpy][Al2Cl7] heptachlorodialuminate,CCCC[N+]1=CC=CC=C1,Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,CCCC[N+]1=CC=CC=C1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,328.15,38.5
[Bpy][Al2Cl7] heptachlorodialuminate,CCCC[N+]1=CC=CC=C1,Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,CCCC[N+]1=CC=CC=C1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,333.15,38.2
[C5Py][TF2N],CCCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.15,33.1
[C5Py][TF2N],CCCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,288.15,32.8
[C5Py][TF2N],CCCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,32.7
[C5Py][TF2N],CCCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,32.5
[C5Py][TF2N],CCCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,32.2
[C5Py][TF2N],CCCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,308.15,32
[C5Py][TF2N],CCCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,31.8
[C5Py][TF2N],CCCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,318.15,31.5
[C5Py][TF2N],CCCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,31.3
[C5Py][TF2N],CCCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,328.15,31.1
[C5Py][TF2N],CCCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,30.8
[C5Py][TF2N],CCCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,338.15,30.5
[C5Py][Ace],CCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCC[N+]1=CC=CC=C1.CC([O-])=O,293.15,50.5
[C5Py][Ace],CCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCC[N+]1=CC=CC=C1.CC([O-])=O,298.15,50.2
[C5Py][Ace],CCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCC[N+]1=CC=CC=C1.CC([O-])=O,303.15,49.8
[C5Py][Ace],CCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCC[N+]1=CC=CC=C1.CC([O-])=O,308.15,49.5
[C5Py][Ace],CCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCC[N+]1=CC=CC=C1.CC([O-])=O,313.15,49.1
[C5Py][Ace],CCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCC[N+]1=CC=CC=C1.CC([O-])=O,318.15,48.7
[C5Py][Ace],CCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCC[N+]1=CC=CC=C1.CC([O-])=O,323.15,48.5
[C5Py][Ace],CCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCC[N+]1=CC=CC=C1.CC([O-])=O,328.15,48.1
[C5Py][Ace],CCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCC[N+]1=CC=CC=C1.CC([O-])=O,333.15,47.8
[C5Py][Ace],CCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCC[N+]1=CC=CC=C1.CC([O-])=O,338.15,47.4
[C5Py][Ace],CCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCC[N+]1=CC=CC=C1.CC([O-])=O,343.15,47
[C5Py][TFA],CCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,298.15,36.7
[C5Py][TFA],CCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,303.15,36.4
[C5Py][TFA],CCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,308.15,35.8
[C5Py][TFA],CCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,313.15,35.5
[C5Py][TFA],CCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,318.15,35.1
[C5Py][TFA],CCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,323.15,34.7
[C5Py][TFA],CCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,328.15,34.3
[C5Py][TFA],CCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,333.15,34
[C5Py][TFA],CCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,338.15,33.6
[C5Py][TFA],CCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,343.15,33.2
[C5Py][DCN],CCCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCCC[N+]1=CC=CC=C1.N#C[N-]C#N,298.15,53.4
[C5Py][DCN],CCCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCCC[N+]1=CC=CC=C1.N#C[N-]C#N,303.15,53
[C5Py][DCN],CCCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCCC[N+]1=CC=CC=C1.N#C[N-]C#N,308.15,52.7
[C5Py][DCN],CCCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCCC[N+]1=CC=CC=C1.N#C[N-]C#N,313.15,52.4
[C5Py][DCN],CCCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCCC[N+]1=CC=CC=C1.N#C[N-]C#N,318.15,52.1
[C5Py][DCN],CCCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCCC[N+]1=CC=CC=C1.N#C[N-]C#N,323.15,51.7
[C5Py][DCN],CCCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCCC[N+]1=CC=CC=C1.N#C[N-]C#N,328.15,51.4
[C5Py][DCN],CCCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCCC[N+]1=CC=CC=C1.N#C[N-]C#N,333.15,51.2
[C5Py][DCN],CCCCC[N+]1=CC=CC=C1,N#C[N-]C#N,CCCCC[N+]1=CC=CC=C1.N#C[N-]C#N,338.15,51
[C6Py][Tf2N],CCCCCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,31.7
[C6Py][Ace],CCCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCCC[N+]1=CC=CC=C1.CC([O-])=O,293.15,48.6
[C6Py][Ace],CCCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCCC[N+]1=CC=CC=C1.CC([O-])=O,298.15,48.2
[C6Py][Ace],CCCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCCC[N+]1=CC=CC=C1.CC([O-])=O,303.15,47.6
[C6Py][Ace],CCCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCCC[N+]1=CC=CC=C1.CC([O-])=O,308.15,47.3
[C6Py][Ace],CCCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCCC[N+]1=CC=CC=C1.CC([O-])=O,313.15,46.8
[C6Py][Ace],CCCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCCC[N+]1=CC=CC=C1.CC([O-])=O,318.15,46.3
[C6Py][Ace],CCCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCCC[N+]1=CC=CC=C1.CC([O-])=O,323.15,46
[C6Py][Ace],CCCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCCC[N+]1=CC=CC=C1.CC([O-])=O,328.15,45.6
[C6Py][Ace],CCCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCCC[N+]1=CC=CC=C1.CC([O-])=O,333.15,45.3
[C6Py][Ace],CCCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCCC[N+]1=CC=CC=C1.CC([O-])=O,338.15,44.8
[C6Py][Ace],CCCCCC[N+]1=CC=CC=C1,CC([O-])=O,CCCCCC[N+]1=CC=CC=C1.CC([O-])=O,343.15,44.4
[C6Py][TFA],CCCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,298.15,33.8
[C6Py][TFA],CCCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,303.15,33.3
[C6Py][TFA],CCCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,308.15,32.8
[C6Py][TFA],CCCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,313.15,32.5
[C6Py][TFA],CCCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,318.15,32.1
[C6Py][TFA],CCCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,323.15,31.7
[C6Py][TFA],CCCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,328.15,31.4
[C6Py][TFA],CCCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,333.15,30.9
[C6Py][TFA],CCCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,338.15,30.5
[C6Py][TFA],CCCCCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,CCCCCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,343.15,30.1
[n-OPy][NO3],CCCCCCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCCCCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,293.15,36.12
[n-OPy][NO3],CCCCCCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCCCCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,298.15,35.76
[n-OPy][NO3],CCCCCCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCCCCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,303.15,35.5
[n-OPy][NO3],CCCCCCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCCCCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,308.15,35.18
[n-OPy][NO3],CCCCCCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCCCCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,313.15,34.76
[n-OPy][NO3],CCCCCCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCCCCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,318.15,34.48
[n-OPy][NO3],CCCCCCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCCCCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,323.15,34.12
[n-OPy][NO3],CCCCCCCC[N+]1=CC=CC=C1,[O-]N(=O)=O,CCCCCCCC[N+]1=CC=CC=C1.[O-]N(=O)=O,328.15,33.78
[EMPy][EtSO4],CC[N+]1=CC=CC(C)=C1,CCOS([O-])(=O)=O,CC[N+]1=CC=CC(C)=C1.CCOS([O-])(=O)=O,297.6,46.41
[EMPy][EtSO4],CC[N+]1=CC=CC(C)=C1,CCOS([O-])(=O)=O,CC[N+]1=CC=CC(C)=C1.CCOS([O-])(=O)=O,307.4,45.6
[EMPy][EtSO4],CC[N+]1=CC=CC(C)=C1,CCOS([O-])(=O)=O,CC[N+]1=CC=CC(C)=C1.CCOS([O-])(=O)=O,333.6,43.7
[EMPy][EtSO4],CC[N+]1=CC=CC(C)=C1,CCOS([O-])(=O)=O,CC[N+]1=CC=CC(C)=C1.CCOS([O-])(=O)=O,353.4,41.4
[EMPy][EtSO4],CC[N+]1=CC=CC(C)=C1,CCOS([O-])(=O)=O,CC[N+]1=CC=CC(C)=C1.CCOS([O-])(=O)=O,373.5,39.9
[EMPy][EtSO4],CC[N+]1=CC=CC(C)=C1,CCOS([O-])(=O)=O,CC[N+]1=CC=CC(C)=C1.CCOS([O-])(=O)=O,394.1,38.4
[EMPy][C4F9SO3] ,CC[N+]1=CC=CC(C)=C1,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+]1=CC=CC(C)=C1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,298.3,26.35
[EMPy][C4F9SO3] ,CC[N+]1=CC=CC(C)=C1,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+]1=CC=CC(C)=C1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.4,26.16
[EMPy][C4F9SO3] ,CC[N+]1=CC=CC(C)=C1,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+]1=CC=CC(C)=C1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.4,25.77
[EMPy][C4F9SO3] ,CC[N+]1=CC=CC(C)=C1,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+]1=CC=CC(C)=C1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.6,25.39
[EMPy][C4F9SO3] ,CC[N+]1=CC=CC(C)=C1,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+]1=CC=CC(C)=C1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,332.9,25.12
[EMPy][C4F9SO3] ,CC[N+]1=CC=CC(C)=C1,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+]1=CC=CC(C)=C1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,343,24.7
[B3MPy][BF4],CCCC[N+]1=CC=CC(C)=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC(C)=C1.F[B-](F)(F)F,291.15,45.8
[B3MPy][BF4],CCCC[N+]1=CC=CC(C)=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC(C)=C1.F[B-](F)(F)F,294.25,45.6
[B3MPy][BF4],CCCC[N+]1=CC=CC(C)=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC(C)=C1.F[B-](F)(F)F,303.5,44.8
[B3MPy][BF4],CCCC[N+]1=CC=CC(C)=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC(C)=C1.F[B-](F)(F)F,311.85,44.2
[B3MPy][BF4],CCCC[N+]1=CC=CC(C)=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC(C)=C1.F[B-](F)(F)F,320.25,43.7
[B3MPy][BF4],CCCC[N+]1=CC=CC(C)=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC(C)=C1.F[B-](F)(F)F,331.55,43
[B3MPy][BF4],CCCC[N+]1=CC=CC(C)=C1,F[B-](F)(F)F,CCCC[N+]1=CC=CC(C)=C1.F[B-](F)(F)F,342.45,42.3
[B3MPy][TF2N],CCCC[N+]1=CC=CC(C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,278.15,29.5
[B3MPy][TF2N],CCCC[N+]1=CC=CC(C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.15,29.2
[B3MPy][TF2N],CCCC[N+]1=CC=CC(C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,288.15,28.8
[B3MPy][TF2N],CCCC[N+]1=CC=CC(C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,28.4
[B3MPy][TF2N],CCCC[N+]1=CC=CC(C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,28.2
[B3MPy][TF2N],CCCC[N+]1=CC=CC(C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,27.8
[B3MPy][TF2N],CCCC[N+]1=CC=CC(C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,308.15,27.4
[B3MPy][TF2N],CCCC[N+]1=CC=CC(C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,27.2
[B3MPy][TF2N],CCCC[N+]1=CC=CC(C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,318.15,26.7
[B3MPy][TF2N],CCCC[N+]1=CC=CC(C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,26.4
[B3MPy][TF2N],CCCC[N+]1=CC=CC(C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,328.15,26.1
[B3MPy][TF2N],CCCC[N+]1=CC=CC(C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,25.8
[B3MPy][TF2N],CCCC[N+]1=CC=CC(C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,338.15,25.4
[B3MPy][TF2N],CCCC[N+]1=CC=CC(C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.15,25.1
[B3MPy][TF2N],CCCC[N+]1=CC=CC(C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,348.15,24.7
[B3MPy][TF2N],CCCC[N+]1=CC=CC(C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1=CC=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,24.4
[B3MPy][SCN],CCCC[N+]1=CC=CC(C)=C1,[S-]C#N,CCCC[N+]1=CC=CC(C)=C1.[S-]C#N,302.85,47.7
