IonicLiuid,Cation_SMILES,Anion_SMILES,IL_SMILES,T(K),ST(exp)
[C5MIM][GaCl4],CCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,313.15,42.3
[C5MIM][GaCl4],CCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,318.15,42.1
[C5MIM][GaCl4],CCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,323.15,41.8
[C5MIM][GaCl4],CCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,328.15,41.5
[C5MIM][GaCl4],CCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,333.15,41.1
[C5MIM][GaCl4],CCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,338.15,40.8
[C5MIM][GaCl4],CCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,343.15,40.4
[C5MIM][InCl4],CCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,273.15,45.1
[C5MIM][InCl4],CCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,278.15,44.8
[C5MIM][InCl4],CCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,283.15,44.5
[C5MIM][InCl4],CCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,288.15,44.1
[C5MIM][InCl4],CCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,293.15,43.7
[C5MIM][InCl4],CCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,298.15,43.4
[C5MIM][InCl4],CCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,303.15,43.3
[C5MIM][InCl4],CCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,308.15,43
[C5MIM][InCl4],CCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,313.15,42.8
[C5MIM][InCl4],CCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,318.15,42.5
[C5MIM][InCl4],CCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,323.15,42
[C5MIM][InCl4],CCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,328.15,41.7
[C5MIM][InCl4],CCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,333.15,41.5
[C5MIM][InCl4],CCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,338.15,41.3
[C5MIM][InCl4],CCCCCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCCCCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,343.15,41
[Hmim][PF6],CCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,298.15,43.4
[Hmim][PF6],CCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,303.15,43
[Hmim][PF6],CCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,308.15,42.6
[Hmim][PF6],CCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,313.15,42.3
[Hmim][PF6],CCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,318.15,41.9
[Hmim][PF6],CCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,323.15,41.5
[Hmim][PF6],CCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,328.15,41.1
[Hmim][PF6],CCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,333.15,40.8
[Hmim][PF6],CCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,338.15,40.5
[Hmim][PF6],CCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,343.15,40.2
[Hmim][PF6],CCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,348.15,39.8
[Hmim][PF6],CCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,353.15,39.5
[Hmim][PF6],CCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,358.15,39.1
[Hmim][PF6],CCCCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,363.15,38.8
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,298.15,39.2
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,303.15,38.9
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,308.15,38.7
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,313.15,38.4
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,318.15,38.1
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,323.15,37.9
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,328.15,37.7
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,333.15,37.5
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,338.15,37.2
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,343.15,36.9
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,348.15,36.6
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,353.15,36.4
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,358.15,36.2
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,363.15,35.8
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,368.15,35.6
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,373.15,35.4
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,378.15,35.1
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,383.15,34.9
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,388.15,34.6
[hmim][BF4],CCCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,393.15,34.3
[Hmim][Tf2N],CCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.17,32.34
[Hmim][Tf2N],CCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,287.86,32.07
[Hmim][Tf2N],CCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,31.81
[Hmim][Tf2N],CCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.26,31.59
[Hmim][Tf2N],CCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.16,31.34
[Hmim][Tf2N],CCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,308.99,30.99
[Hmim][Tf2N],CCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,314.39,30.71
[Hmim][Tf2N],CCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,318.21,30.48
[Hmim][Tf2N],CCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.09,30.26
[Hmim][Tf2N],CCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,327.93,30
[Hmim][Tf2N],CCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.53,29.8
[Hmim][Tf2N],CCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,337.7,29.45
[Hmim][Tf2N],CCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,342.32,29.28
[Hmim][Tf2N],CCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,347.3,29.06
[Hmim][Tf2N],CCCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,351.11,28.91
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],298.15,43.5
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],303.15,43.1
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],308.15,42.7
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],313.15,42.3
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],318.15,41.9
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],323.15,41.5
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],328.15,41.1
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],333.15,40.8
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],338.15,40.4
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],343.15,40.1
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],348.15,39.7
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],353.15,39.4
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],358.15,39
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],363.15,38.6
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],368.15,38.3
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],373.15,37.9
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],378.15,37.6
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],383.15,37.2
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],388.15,36.8
[Hmim]I,CCCCCCN1C=C[N+](C)=C1,[I-],CCCCCCN1C=C[N+](C)=C1.[I-],393.15,36.5
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],298.15,41.8
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],303.15,41.5
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],308.15,41.2
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],313.15,40.8
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],318.15,40.5
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],323.15,40.2
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],328.15,40
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],333.15,39.8
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],338.15,39.4
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],343.15,39.1
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],348.15,38.8
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],353.15,38.5
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],358.15,38.3
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],363.15,37.9
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],368.15,37.7
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],373.15,37.4
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],378.15,37.1
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],383.15,36.8
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],388.15,36.5
[hmim]Cl,CCCCCCN1C=C[N+](C)=C1,[Cl-],CCCCCCN1C=C[N+](C)=C1.[Cl-],393.15,36.2
[Hmim]Br,CCCCCCN1C=C[N+](C)=C1,[Br-],CCCCCCN1C=C[N+](C)=C1.[Br-],313.61,34.83
[Hmim]Br,CCCCCCN1C=C[N+](C)=C1,[Br-],CCCCCCN1C=C[N+](C)=C1.[Br-],317.99,34.5
[Hmim]Br,CCCCCCN1C=C[N+](C)=C1,[Br-],CCCCCCN1C=C[N+](C)=C1.[Br-],323.11,34.21
[Hmim]Br,CCCCCCN1C=C[N+](C)=C1,[Br-],CCCCCCN1C=C[N+](C)=C1.[Br-],328.07,34.3
[Hmim]Br,CCCCCCN1C=C[N+](C)=C1,[Br-],CCCCCCN1C=C[N+](C)=C1.[Br-],333.19,33.55
[Hmim]Br,CCCCCCN1C=C[N+](C)=C1,[Br-],CCCCCCN1C=C[N+](C)=C1.[Br-],338.33,33.25
[Hmim]Br,CCCCCCN1C=C[N+](C)=C1,[Br-],CCCCCCN1C=C[N+](C)=C1.[Br-],341.81,33.17
[Hmim]Br,CCCCCCN1C=C[N+](C)=C1,[Br-],CCCCCCN1C=C[N+](C)=C1.[Br-],347.18,33.07
[Hmim]Br,CCCCCCN1C=C[N+](C)=C1,[Br-],CCCCCCN1C=C[N+](C)=C1.[Br-],353.09,32.56
[Hmim]Br,CCCCCCN1C=C[N+](C)=C1,[Br-],CCCCCCN1C=C[N+](C)=C1.[Br-],358.31,32.41
[Hmim]Br,CCCCCCN1C=C[N+](C)=C1,[Br-],CCCCCCN1C=C[N+](C)=C1.[Br-],361.72,32.03
[Hmim][EtSO4],CCCCCCN1C=C[N+](C)=C1,CCOS([O-])(=O)=O,CCCCCCN1C=C[N+](C)=C1.CCOS([O-])(=O)=O,298.15,31.77
[Hmim][EtSO4],CCCCCCN1C=C[N+](C)=C1,CCOS([O-])(=O)=O,CCCCCCN1C=C[N+](C)=C1.CCOS([O-])(=O)=O,313.15,29.63
[Hmim][Ala],CCCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,293.15,43.8
[Hmim][Ala],CCCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,298.15,43.4
[Hmim][Ala],CCCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,303.15,42.8
[Hmim][Ala],CCCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,308.15,42.6
[Hmim][Ala],CCCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,313.15,42.1
[Hmim][Ala],CCCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,318.15,41.8
[Hmim][Ala],CCCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,323.15,41.4
[Hmim][Ala],CCCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,328.15,41
[Hmim][Ala],CCCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,333.15,40.7
[Hmim][Ala],CCCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,338.15,40.5
[Hmim][Ala],CCCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,343.15,40.3
[Hmim][Gly],CCCCCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCCCCN1C=C[N+](C)=C1.NCC([O-])=O,298.15,40.7
[HMIM][Val],CCCCCCN1C=C[N+](C)=C1,CC(C)C(N)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC(C)C(N)C([O-])=O,298.15,35.2
[HMIM][Glu],CCCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,298.15,47.4
[HMIM][Glu],CCCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,308.15,36.2
[HMIM][Glu],CCCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,313.15,34.9
[HMIM][Glu],CCCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,318.15,33.6
[HMIM][Glu],CCCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,323.15,32.2
[HMIM][Glu],CCCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,328.15,30.7
[HMIM][Glu],CCCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,333.15,29.4
[HMIM][Glu],CCCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,338.15,28
[HMIM][Glu],CCCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,CCCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,343.15,26.6
[HMIM][Ace],CCCCCCN1C=C[N+](C)=C1,CC([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC([O-])=O,298.15,33
[HMIM][Ace],CCCCCCN1C=C[N+](C)=C1,CC([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC([O-])=O,303.15,32.7
[HMIM][Ace],CCCCCCN1C=C[N+](C)=C1,CC([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC([O-])=O,308.15,32.3
[HMIM][Ace],CCCCCCN1C=C[N+](C)=C1,CC([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC([O-])=O,313.15,31.9
[HMIM][Ace],CCCCCCN1C=C[N+](C)=C1,CC([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC([O-])=O,318.15,31.4
[HMIM][Ace],CCCCCCN1C=C[N+](C)=C1,CC([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC([O-])=O,323.15,31
[HMIM][Ace],CCCCCCN1C=C[N+](C)=C1,CC([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC([O-])=O,328.15,30.6
[HMIM][Ace],CCCCCCN1C=C[N+](C)=C1,CC([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC([O-])=O,333.15,30.2
[HMIM][Ace],CCCCCCN1C=C[N+](C)=C1,CC([O-])=O,CCCCCCN1C=C[N+](C)=C1.CC([O-])=O,338.15,29.8
[HMIM][Prop],CCCCCCN1C=C[N+](C)=C1,CCC([O-])=O,CCCCCCN1C=C[N+](C)=C1.CCC([O-])=O,298.15,34.8
[HMIM][NO3],CCCCCCN1C=C[N+](C)=C1,[O-]N(=O)=O,CCCCCCN1C=C[N+](C)=C1.[O-]N(=O)=O,297.15,39.9
